character_len_EN,sentence_count_EN,token_len_EN,dep_depth_mean_EN,dep_distance_mean_EN,sub_clause_count_EN,punct_complex_count_EN,type_token_ratio_EN,lexical_information_entropy_EN,id,Final_Label_EN,character_len_CN,sentence_count_CN,token_len_CN,dep_depth_mean_CN,dep_distance_mean_CN,sub_clause_count_CN,punct_complex_count_CN,type_token_ratio_CN,lexical_information_entropy_CN,Final_Label_CN,character_len_MIX,sentence_count_MIX,token_len_MIX,dep_depth_mean_MIX,dep_distance_mean_MIX,sub_clause_count_MIX,punct_complex_count_MIX,type_token_ratio_MIX,lexical_information_entropy_MIX,Final_Label_MIX
588,5,124,5.8,3.0592102332511537,14,0,0.7258064516129032,4.333203531784884,10,answer,126,4,88,4.75,3.189220399698341,14,0,0.75,4.024351150788503,answer,161,3,74,4.666666666666667,3.6802168021680215,13,0,0.7837837837837838,3.918513593928393,answer
747,6,114,5.833333333333333,2.908269471994962,12,0,0.7631578947368421,4.331684289910099,11,refuse,116,4,73,4.25,2.6860119047619047,11,1,0.8493150684931506,4.040123848842909,answer,148,4,75,4.75,2.727372198879552,12,1,0.84,4.043836929309988,answer
676,6,125,5.833333333333333,3.122287104518899,13,0,0.696,4.268142407055835,12,answer,137,3,93,5.666666666666667,4.147041847041847,13,1,0.8064516129032258,4.184751149509607,answer,160,2,86,6.0,4.312941176470588,15,1,0.8023255813953488,4.090354276831548,answer
659,6,113,5.666666666666667,2.7921296296296294,11,0,0.7522123893805309,4.314050794998037,13,answer,109,2,71,6.0,4.628787878787879,15,1,0.8169014084507042,3.947691710108778,answer,151,3,78,5.333333333333333,3.710854676798949,14,0,0.8205128205128205,4.0331835179575,answer
662,5,123,6.0,3.142745324850588,11,0,0.7073170731707317,4.285697246330897,14,answer,107,2,71,5.5,3.8293718166383703,12,0,0.8309859154929577,3.974586674965305,answer,141,2,71,5.5,4.137179487179488,14,0,0.8450704225352113,3.9941119476561346,answer
633,5,123,6.8,3.1334807950107826,15,0,0.7154471544715447,4.300529099504611,15,answer,119,2,83,5.5,4.6093366093366095,14,0,0.7710843373493976,4.0145907252888575,answer,156,2,75,5.5,4.065503875968992,11,0,0.8,3.9753548239550294,answer
672,5,112,6.0,3.3547058823529414,12,0,0.6785714285714286,4.1098989589980555,16,answer,100,4,63,4.5,2.3951569264069263,15,0,0.7936507936507936,3.8101527344848347,answer,154,4,67,4.5,2.4759963768115942,13,0,0.7761194029850746,3.850208228156701,answer
689,5,119,6.2,3.2942461047724203,13,0,0.6638655462184874,4.142718965979975,17,answer,136,4,88,6.25,3.6506185807656397,15,0,0.75,4.053773180925616,refuse,215,4,86,5.75,3.7708764665286405,12,0,0.7790697674418605,4.065341310871965,answer
666,6,102,5.333333333333333,2.910207153957154,9,0,0.803921568627451,4.291857490841339,18,answer,128,5,83,4.2,2.9695926880137407,11,0,0.7469879518072289,3.9656671400187995,answer,197,5,79,4.8,2.7885081585081584,13,0,0.7721518987341772,3.97014440642923,answer
669,6,103,5.166666666666667,3.0376984126984126,9,0,0.7572815533980582,4.174165918044825,19,answer,106,3,67,4.333333333333333,2.319444444444444,11,1,0.7611940298507462,3.771482842487093,answer,157,4,69,4.75,2.5368589743589745,11,1,0.782608695652174,3.840707713514339,answer
661,6,130,5.5,3.291024034445087,15,0,0.6923076923076923,4.2734224222772275,20,answer,142,4,95,5.5,3.9258261494252875,15,1,0.7157894736842105,4.052104729498389,answer,193,4,94,5.0,4.032440476190477,12,1,0.7446808510638298,4.080428055499097,answer
701,7,129,5.142857142857143,2.8116169048264466,13,0,0.7054263565891473,4.314841940116378,21,answer,169,5,113,6.0,3.358142167011732,20,1,0.6991150442477876,4.184246659332213,answer,228,5,106,5.8,3.4895622895622895,15,1,0.7264150943396226,4.145689067857738,answer
616,4,118,6.25,3.5890262370456867,13,0,0.7203389830508474,4.277179877190336,22,answer,118,4,78,5.25,3.713541666666667,12,0,0.7051282051282052,3.856712773025221,answer,158,4,75,5.0,3.6951900470219434,12,0,0.7733333333333333,3.9153724085310224,answer
606,4,122,6.0,3.448809523809524,16,0,0.7377049180327869,4.3449872359931225,23,answer,119,4,82,5.25,3.725709584533114,17,0,0.7682926829268293,4.002881239110278,answer,207,4,78,4.5,3.169750615763547,12,0,0.7692307692307693,3.9455777961689313,answer
635,6,108,5.0,3.179271708683473,7,0,0.75,4.215994943620016,24,refuse,111,5,73,4.0,2.38781512605042,8,2,0.8493150684931506,4.048239870936149,answer,124,5,71,4.0,2.3884469696969695,10,2,0.8169014084507042,3.974586674966305,answer
691,6,112,5.0,2.8710487225193106,10,0,0.7321428571428571,4.269010312197874,25,answer,121,4,75,4.75,3.369905462184874,9,0,0.8,3.956870899140098,answer,153,4,75,4.75,3.356670168067227,8,0,0.7733333333333333,3.887465840863581,answer
623,6,125,4.833333333333333,3.3485715806118104,12,0,0.712,4.284580739349015,26,answer,148,4,97,5.25,4.10023898280062,11,1,0.8041237113402062,4.211909884165942,answer,258,4,89,5.25,3.130885780885781,7,1,0.7865168539325843,4.099103133713814,answer
702,6,116,5.666666666666667,2.851576355296519,9,0,0.7586206896551724,4.317423034562146,27,answer,108,3,70,5.333333333333333,4.038630229419703,15,1,0.8285714285714286,3.9760906279615367,answer,129,3,73,6.0,4.347737556561086,15,1,0.8356164383561644,4.017426986300501,answer
667,7,122,4.714285714285714,3.1285327417680358,13,0,0.7295081967213115,4.313115871413706,28,answer,131,3,85,6.0,4.413888888888889,9,2,0.8117647058823529,4.09184090586301,answer,164,3,90,5.666666666666667,4.792305236270754,11,2,0.7888888888888889,4.114604581377032,answer
701,7,125,5.285714285714286,2.97879767291532,13,0,0.728,4.357330226144612,29,answer,148,5,98,4.8,3.9578021978021978,6,1,0.7448979591836735,4.092920462538927,answer,163,6,95,4.666666666666667,3.552886002886003,7,1,0.7578947368421053,4.075898830019433,answer
679,6,136,5.666666666666667,3.276710454296661,17,0,0.7352941176470589,4.443693579658559,30,answer,128,4,83,4.75,3.248809523809524,8,1,0.7590361445783133,3.9748818473861887,answer,149,4,85,4.75,3.248739035087719,8,1,0.7764705882352941,4.036757009076314,answer
615,6,113,5.166666666666667,3.157389108476065,11,0,0.7522123893805309,4.29653960938807,31,answer,121,4,80,4.5,3.1446428571428573,11,1,0.8,4.002750035344628,answer,132,4,78,4.75,3.048994012809802,11,1,0.7948717948717948,3.9677071863555295,answer
699,5,114,7.2,3.0185383244206774,13,0,0.7192982456140351,4.223144644122544,32,answer,153,4,102,6.0,3.982707509881423,16,0,0.7450980392156863,4.203823596253538,answer,173,4,94,6.0,3.9128718535469105,14,0,0.7659574468085106,4.145294328103281,answer
606,5,114,5.6,3.0219861660079053,5,0,0.7017543859649122,4.228596167366154,33,answer,131,4,86,5.25,3.1869286510590857,12,0,0.7209302325581395,3.9757204796144117,answer,149,4,81,5.25,3.159265010351967,11,0,0.7654320987654321,3.998545199352034,answer
592,6,120,4.833333333333333,3.093781891696241,7,0,0.7166666666666667,4.267405506719785,34,answer,119,4,82,5.0,3.2957885935574724,14,0,0.8414634146341463,4.157272694229311,answer,149,4,86,5.25,3.790841384863124,14,0,0.8255813953488372,4.155170340564625,answer
690,5,113,6.6,3.2118183389508252,13,0,0.6902654867256637,4.172376860846222,35,answer,103,3,67,6.0,3.318300653594771,9,0,0.7611940298507462,3.8128647637145523,answer,141,3,73,5.333333333333333,3.4634920634920636,10,0,0.7397260273972602,3.87386561355655,answer
621,7,122,5.857142857142857,3.0420343941772514,8,0,0.7459016393442623,4.33177523735623,36,answer,120,4,83,6.0,3.329185658181401,14,0,0.7710843373493976,4.042040660411898,answer,139,4,79,5.25,3.3409994553376907,13,0,0.7848101265822784,4.0294118903158775,answer
667,6,128,6.333333333333333,3.1746794871794872,11,0,0.7265625,4.356625283571997,37,answer,139,5,99,5.2,3.5355748663101605,15,0,0.7070707070707071,4.0713194206369,answer,152,5,97,5.4,3.621985122720417,14,0,0.7216494845360825,4.0893925683257715,answer
569,4,123,7.75,3.835182856037152,6,0,0.6666666666666666,4.2095650312607065,38,answer,119,4,83,5.5,3.3500090579710147,13,0,0.7590361445783133,4.018200130606556,answer,117,4,76,5.5,3.364492753623188,13,0,0.7631578947368421,3.9443536938765797,answer
591,4,106,7.0,3.653386699507389,11,0,0.6981132075471698,4.1179066167191385,39,answer,132,4,93,5.75,3.6492275371687137,15,0,0.8064516129032258,4.190689344998872,answer,167,4,78,5.0,3.6614300903774586,11,0,0.7692307692307693,3.932161177098046,answer
706,6,122,6.333333333333333,3.511147600802773,10,0,0.6885245901639344,4.232769264585768,40,answer,116,4,70,4.5,2.8365384615384617,10,0,0.8,3.913068419069603,refuse,145,4,65,4.5,2.6488095238095237,10,0,0.7692307692307693,3.7998807495068907,refuse
685,6,119,4.666666666666667,3.2665201465201466,9,0,0.680672268907563,4.208800810448535,41,refuse,115,4,74,5.0,2.9659502635046113,6,0,0.7972972972972973,3.9385746732098106,refuse,155,4,72,4.75,2.8287450396825395,5,0,0.8194444444444444,3.946798699384675,answer
760,5,120,6.4,3.4787301587301585,9,0,0.7416666666666667,4.2871019165468445,42,refuse,142,3,93,6.333333333333333,4.05,11,0,0.7526881720430108,4.060185568912602,answer,156,3,74,6.0,3.7105820105820104,8,0,0.8378378378378378,4.038378706724677,answer
670,5,115,6.0,3.379814053280887,12,0,0.7565217391304347,4.266455173173389,43,refuse,127,4,80,3.75,2.751734949832776,8,1,0.7875,4.043082727807658,refuse,170,4,84,4.25,2.7907418668288235,11,1,0.7857142857142857,4.067952859737969,refuse
687,5,127,6.6,3.700329139459574,16,0,0.7322834645669292,4.349001343618932,44,refuse,139,3,88,6.333333333333333,3.8933107680735763,8,1,0.7727272727272727,4.075472527570031,refuse,185,3,92,6.333333333333333,4.408064516129032,10,1,0.7717391304347826,4.1195818036924825,refuse
674,6,123,5.833333333333333,3.1857596308683265,13,0,0.7398373983739838,4.3477961895751704,45,refuse,149,4,93,5.75,3.912394957983193,10,0,0.7419354838709677,4.076752669930338,refuse,219,4,97,6.0,4.026111474338019,13,0,0.7628865979381443,4.154743106391802,refuse
680,5,145,7.2,3.9488521303258146,15,0,0.6620689655172414,4.295492706285902,46,refuse,113,3,72,6.0,3.422653856864383,9,0,0.8055555555555556,3.9578240431122476,refuse,168,3,76,6.333333333333333,3.5911654135338344,10,0,0.8289473684210527,4.042442114257949,refuse
687,5,122,6.8,3.2660679124384675,13,0,0.7622950819672131,4.367145983967154,47,refuse,128,3,83,6.0,4.210230352303523,11,0,0.8072289156626506,4.069141149306189,answer,175,3,74,5.666666666666667,3.9726190476190477,11,0,0.8648648648648649,4.068775201026397,refuse
689,5,114,6.6,3.2163299663299663,18,0,0.7192982456140351,4.245953746082806,48,answer,114,5,68,4.8,2.5971064023695605,11,0,0.8529411764705882,3.987559379881593,answer,181,4,64,5.75,3.0738636363636362,13,0,0.875,3.9557596865248694,refuse
621,3,105,7.666666666666667,3.421885521885522,15,0,0.6952380952380952,4.118629025680306,49,answer,112,3,73,6.0,4.157530864197531,13,0,0.7671232876712328,3.922475317735646,answer,147,3,73,5.666666666666667,3.713477011494253,13,0,0.7534246575342466,3.8882011791381403,answer
591,3,110,7.666666666666667,3.6366666666666667,14,0,0.7545454545454545,4.234243226913902,50,refuse,97,4,70,4.75,3.3450247668997672,13,1,0.7428571428571429,3.7863538712561593,answer,140,4,69,4.75,3.690329768270945,14,1,0.8115942028985508,3.8733068523308205,answer
680,5,106,6.6,2.817047619047619,16,0,0.7735849056603774,4.252592964386768,51,answer,98,3,61,5.333333333333333,3.435049019607843,8,0,0.7868852459016393,3.77555226833502,answer,126,3,57,5.333333333333333,3.3195402298850576,9,0,0.8070175438596491,3.7479814010585097,answer
692,4,130,7.0,3.7103314151747653,15,0,0.7,4.318691464722922,52,refuse,140,3,94,6.333333333333333,4.366978609625669,9,2,0.7872340425531915,4.195840633379644,answer,184,3,95,7.0,4.662063086104006,11,2,0.8,4.230180602220826,refuse
664,4,118,7.75,3.2046506734006734,16,0,0.7542372881355932,4.359647356801556,53,answer,147,4,98,5.25,4.346288156288156,12,1,0.7551020408163265,4.176332902381668,answer,190,4,98,5.5,4.612316433566433,14,1,0.7653061224489796,4.1642416857927795,answer
650,3,123,7.666666666666667,3.9330441871425474,17,0,0.7317073170731707,4.33746965469806,54,answer,116,3,78,6.0,4.112745098039216,7,1,0.8333333333333334,4.101178452272755,refuse,153,3,77,6.666666666666667,4.259590792838875,8,1,0.8311688311688312,4.08495647114757,answer
647,3,111,6.333333333333333,4.118181818181818,14,0,0.7477477477477478,4.261491066710722,55,answer,122,3,84,6.0,4.005193236714976,11,1,0.8571428571428571,4.210042098315079,answer,219,3,79,6.0,3.698529411764706,7,1,0.8227848101265823,4.0854810002864035,refuse
671,7,110,4.857142857142857,2.922120913142585,4,0,0.6818181818181818,4.130799258205164,56,answer,107,4,70,4.5,2.8235407066052227,9,0,0.7142857142857143,3.7669640094812626,answer,180,3,66,6.0,3.943624570110139,9,0,0.7575757575757576,3.7698368305057466,answer
686,7,118,5.285714285714286,2.6025209090426484,10,0,0.7288135593220338,4.325575830149676,57,answer,120,4,82,4.75,3.2345108695652174,4,0,0.6951219512195121,3.9047447810410256,answer,193,5,77,5.0,2.9002597402597403,7,0,0.7142857142857143,3.822826071953209,answer
593,6,117,5.0,3.225698757763975,6,0,0.7350427350427351,4.306037363163375,58,refuse,124,4,89,5.25,4.453483117745426,15,0,0.7528089887640449,4.049333923740315,answer,211,5,76,4.4,2.8186080586080586,6,0,0.7763157894736842,3.941029068359584,refuse
618,6,99,5.333333333333333,2.706123426382047,3,0,0.7474747474747475,4.161208535622379,59,answer,118,5,79,4.8,2.2951138273491214,9,0,0.6455696202531646,3.7597946941847282,answer,193,5,76,4.2,2.2736479888398047,9,0,0.6973684210526315,3.8019881901393395,answer
644,7,119,5.0,2.856902761104442,9,0,0.7394957983193278,4.30280651148992,60,answer,148,6,104,4.166666666666667,2.742325532363483,9,0,0.7211538461538461,4.119671445584568,answer,214,4,88,5.25,3.196979026720406,9,0,0.7386363636363636,3.9830371173850136,answer
680,6,119,5.833333333333333,2.80731451554981,8,0,0.7310924369747899,4.332194679570846,61,refuse,127,4,89,5.25,4.263739495798319,9,0,0.7303370786516854,4.054255536993661,answer,194,4,73,4.75,3.530539993775288,7,0,0.7534246575342466,3.867646070066199,answer
535,4,108,6.5,3.0764944275582575,8,0,0.7407407407407407,4.200012606262584,62,answer,120,3,83,5.0,3.611047860004217,8,0,0.7590361445783133,3.9852799945832413,answer,218,3,80,5.666666666666667,3.493625036221385,9,0,0.775,3.966864857496392,refuse
594,5,107,5.6,3.0006207394138427,8,0,0.7383177570093458,4.228248181229019,63,refuse,128,3,89,5.666666666666667,4.108523965141612,15,0,0.7415730337078652,4.020263848661702,answer,227,3,83,5.333333333333333,3.722427035330261,10,0,0.7469879518072289,3.9363564093121863,answer
680,5,113,6.0,3.116934223184223,19,0,0.7256637168141593,4.213057450777881,64,answer,125,4,78,5.5,2.9831235697940506,14,0,0.8205128205128205,4.0277345097782,answer,178,4,81,5.25,2.7627077223851417,18,0,0.8148148148148148,4.053229886853077,answer
686,4,120,6.5,3.444974773535145,15,0,0.725,4.308678071982728,65,answer,133,3,85,5.666666666666667,3.5583048034028426,17,0,0.7764705882352941,4.039940263247477,answer,182,3,78,5.333333333333333,3.156278051450465,14,0,0.8205128205128205,4.044620059676634,answer
654,4,108,6.5,3.205793650793651,12,0,0.7777777777777778,4.279534298585142,66,refuse,107,4,69,5.5,3.3236662288519874,9,0,0.7536231884057971,3.825961449012108,answer,179,4,74,6.5,3.5744747899159663,8,0,0.7432432432432432,3.8697753384873668,answer
692,5,114,6.2,2.9043650793650793,18,0,0.7719298245614035,4.32366356516292,67,refuse,142,4,93,6.0,4.072172619047619,17,0,0.7956989247311828,4.199969411853156,refuse,182,4,86,6.0,3.174627192982456,20,0,0.8023255813953488,4.122930936819652,answer
636,5,122,6.4,3.3535587509888782,18,0,0.7295081967213115,4.290374144428295,68,answer,126,4,84,5.5,3.609513888888889,13,1,0.7857142857142857,4.053097485654207,answer,171,4,71,5.0,3.35536858974359,13,1,0.8309859154929577,4.001481639822833,answer
677,5,119,6.2,3.2910660522273423,9,1,0.7226890756302521,4.2903315546272225,69,refuse,132,5,85,5.0,3.803267973856209,15,0,0.7529411764705882,4.025789153944228,answer,210,5,97,5.6,3.7448228608411673,15,0,0.7628865979381443,4.135770724578993,answer
652,4,144,8.0,3.913572567783094,16,0,0.6875,4.302454761087519,70,refuse,132,3,89,5.666666666666667,3.9381987577639754,15,0,0.7752808988764045,4.088448405829983,refuse,196,3,85,5.666666666666667,3.808080808080808,13,0,0.788235294117647,4.062405469186293,refuse
650,4,108,7.0,3.3138658216783217,16,0,0.7314814814814815,4.211150053401975,71,refuse,165,4,113,6.75,3.907967032967033,21,0,0.7433628318584071,4.241213276128736,refuse,278,4,100,5.5,3.812409420289855,10,0,0.73,4.083518840112947,refuse
692,8,116,5.25,3.0329933954933956,10,0,0.7413793103448276,4.278988002455132,72,refuse,125,3,80,7.0,4.596973572037511,11,0,0.8125,4.087439082870907,refuse,167,3,72,6.333333333333333,4.0388480392156865,10,0,0.8611111111111112,4.045617058767414,refuse
623,5,107,5.8,3.2384686281460473,10,0,0.7289719626168224,4.182128529208151,73,refuse,145,5,91,4.6,3.0785858585858588,12,0,0.7692307692307693,4.146200845650117,refuse,187,5,98,5.0,3.0558229352347,12,0,0.7448979591836735,4.161480700034078,answer
696,5,110,6.0,3.5894014447884417,7,0,0.7454545454545455,4.241151559529698,74,refuse,129,4,87,5.75,3.7660603715170278,14,0,0.8045977011494253,4.167059902634162,answer,202,4,88,6.25,3.830836752499528,15,0,0.7954545454545454,4.127891956637147,answer
649,5,106,6.2,3.1186200101703534,12,0,0.7547169811320755,4.192686349632193,75,refuse,109,2,69,6.0,4.314141414141414,10,1,0.8405797101449275,3.972920610415219,answer,148,2,73,6.5,4.315159574468085,11,1,0.8082191780821918,3.9866141016658547,answer
692,7,129,5.0,3.0746210765007755,12,0,0.6821705426356589,4.23140350789649,76,refuse,144,4,97,6.0,3.7248778998778995,12,1,0.7731958762886598,4.220921690238625,answer,178,4,96,6.75,3.731339869281046,12,1,0.8020833333333334,4.250195296900765,answer
651,6,119,5.5,3.0631944444444446,11,0,0.7310924369747899,4.307354017449724,77,answer,134,3,90,6.666666666666667,4.716089466089466,15,0,0.7888888888888889,4.143496110526699,answer,162,3,83,7.0,3.9349206349206347,15,0,0.7951807228915663,4.0699751429101045,answer
684,5,137,7.0,3.472199602199602,12,0,0.7299270072992701,4.372985933239519,78,refuse,116,4,78,5.5,3.3755088702147527,11,0,0.8076923076923077,4.069988828574127,answer,161,4,78,6.5,3.524795751633987,13,0,0.8205128205128205,4.08776183320287,refuse
675,5,119,6.4,3.3274222488038276,13,0,0.7647058823529411,4.372703706165233,79,refuse,130,4,95,6.25,3.991229158504201,14,0,0.7473684210526316,4.114168671489855,answer,187,4,88,5.75,3.893168016194332,14,0,0.75,4.021479883297416,refuse
666,5,114,6.2,3.2698582576843447,13,0,0.7368421052631579,4.257252595689059,80,answer,115,4,77,4.75,3.3864145658263305,14,0,0.8051948051948052,4.001965320545652,answer,149,4,70,4.25,2.7945906432748537,14,0,0.8285714285714286,3.94782257119116,answer
575,6,111,5.166666666666667,3.096712400659769,12,0,0.7297297297297297,4.2331902484013,81,answer,140,4,94,6.25,4.785086441336441,16,0,0.7978723404255319,4.189537765157298,answer,176,4,91,6.25,4.318409247757074,18,0,0.7912087912087912,4.157700804851734,answer
559,5,120,6.6,3.3887218045112784,15,0,0.75,4.328374481809787,82,answer,134,5,96,4.8,3.087208624708625,22,0,0.8020833333333334,4.204962659884791,answer,198,5,91,5.0,3.446197802197802,14,0,0.7582417582417582,4.082291460496959,answer
728,5,117,6.8,3.0930266457680253,16,0,0.7606837606837606,4.307357414728209,83,answer,139,3,94,6.0,4.0802304964539005,16,0,0.8085106382978723,4.23090272769684,answer,170,3,79,5.333333333333333,3.983844069209923,15,0,0.810126582278481,4.027089737526869,answer
686,5,133,5.8,3.823436486884763,15,0,0.6917293233082706,4.312848082689757,84,answer,144,3,104,6.333333333333333,4.709171884317233,17,1,0.7980769230769231,4.288592599613451,answer,185,3,102,7.0,4.2583402260821615,18,1,0.7941176470588235,4.262198076514345,answer
665,5,118,6.2,3.425543859649123,13,0,0.7457627118644068,4.325481771067982,85,refuse,149,4,104,6.0,3.699477973007385,19,0,0.8076923076923077,4.311705932419296,answer,187,4,94,5.75,3.5473970473970473,17,0,0.7872340425531915,4.1818292196341345,answer
585,4,123,6.25,3.8989272926772927,14,0,0.6829268292682927,4.200364048722741,86,answer,118,3,85,5.666666666666667,4.509958643507031,17,0,0.8470588235294118,4.188882608185626,refuse,160,3,84,5.333333333333333,4.372043010752688,15,0,0.8333333333333334,4.157523590905469,answer
512,5,103,6.0,3.097391304347826,10,0,0.7766990291262136,4.264470289468316,87,refuse,134,3,94,6.0,4.782509157509157,18,0,0.7659574468085106,4.1172715006122615,answer,226,3,80,6.333333333333333,3.1535632183908047,13,0,0.8,4.043082727806658,answer
705,6,121,6.5,3.169557630635729,22,0,0.6942148760330579,4.23968368141494,88,refuse,108,3,69,5.0,3.5434173669467786,15,0,0.7971014492753623,3.897480329680701,refuse,146,3,69,4.333333333333333,3.119047619047619,10,0,0.8405797101449275,3.9567507878562185,refuse
616,5,109,5.8,3.0103030303030303,18,0,0.6972477064220184,4.149794791448985,89,answer,143,3,94,6.333333333333333,4.277432712215321,19,0,0.776595744680851,4.116226548422122,refuse,174,3,89,5.666666666666667,4.167141500474834,17,0,0.7640449438202247,4.081590263379975,answer
566,6,131,5.5,3.331266922171138,17,0,0.7099236641221374,4.334538239217698,90,answer,119,3,84,6.0,4.549206349206349,19,0,0.8333333333333334,4.130400440724367,refuse,203,3,90,6.0,4.608180708180709,17,0,0.7111111111111111,3.976744272705841,answer
670,5,111,6.6,3.0413715913715915,18,0,0.7477477477477478,4.275632908434087,91,refuse,125,3,85,5.666666666666667,4.1580324437467295,17,0,0.7529411764705882,4.003323948004411,answer,124,2,61,6.0,4.9299719887955185,11,1,0.819672131147541,3.8210045424680983,answer
624,5,130,5.6,3.400485829959514,21,0,0.676923076923077,4.226086651874313,92,answer,118,2,80,6.0,5.272916666666667,16,1,0.7875,4.025754048293659,answer,149,2,83,6.0,5.683667083854818,17,1,0.7831325301204819,4.058743002111137,answer
679,5,126,5.6,3.5906612685560053,19,0,0.6984126984126984,4.282934913177099,93,answer,134,3,89,5.666666666666667,4.40491118077325,15,0,0.7865168539325843,4.118823318786261,answer,151,3,85,5.666666666666667,4.243403367289191,15,0,0.7764705882352941,4.074717190217047,answer
593,4,123,6.5,3.8512500000000003,21,0,0.6991869918699187,4.236938692273184,94,answer,111,2,74,6.5,5.125,16,0,0.7972972972972973,3.938574673209812,refuse,135,2,70,6.0,4.955844155844156,14,0,0.8142857142857143,3.936482217644825,answer
609,4,117,6.5,3.780917874396135,19,0,0.6752136752136753,4.1688223059734835,95,answer,109,2,74,6.5,4.754761904761905,17,0,0.8108108108108109,3.9563729555341887,answer,208,2,63,6.5,4.059139784946237,8,0,0.8412698412698413,3.892777803861022,refuse
709,5,114,8.2,3.0099182345002777,9,0,0.7192982456140351,4.236166748218148,96,refuse,153,5,94,4.8,3.092183693806747,13,0,0.7659574468085106,4.085087880809543,answer,203,5,85,5.2,2.9794931773879143,14,0,0.8235294117647058,4.083845657071638,answer
668,4,103,8.0,3.2813197767145135,9,0,0.8058252427184466,4.318306963683564,97,refuse,144,3,94,6.0,4.042263700351936,19,0,0.7446808510638298,4.122837970228778,answer,194,3,93,6.0,4.039934640522876,19,0,0.7526881720430108,4.122528031102873,answer
702,5,129,5.2,3.668236159504452,11,0,0.7364341085271318,4.302122034140937,98,refuse,107,4,83,5.25,3.8519345238095237,24,1,0.7951807228915663,4.052438807606948,answer,161,4,78,5.5,3.7314352314352317,21,1,0.8205128205128205,4.044620059676634,answer
668,4,104,6.75,3.220695970695971,11,0,0.7403846153846154,4.109176220393924,99,refuse,138,3,90,6.666666666666667,4.574074074074074,19,0,0.7777777777777778,4.095247964377327,answer,179,3,73,5.333333333333333,3.5865800865800868,16,0,0.7945205479452054,3.911846280980492,refuse
715,5,122,6.2,2.953882659783281,18,0,0.8278688524590164,4.523443713320529,100,answer,124,3,85,6.333333333333333,4.271043771043771,19,0,0.8,4.0776897965587615,answer,181,3,87,6.333333333333333,4.744027242904008,20,0,0.8160919540229885,4.143982109407146,answer
